Table Name,Field Name,Field Type,Description,Example,Include,Tags,Transformation,Target Deployment,Flag,Table Reference,Field Reference,Is Primary?,Unique,Risk Status,Risk Type,Transformation1,Change Notes
FACT_MED_INFUSION,LOCATION_DK,BIGINT 8,,,No,,,Q2-Q4 2020,,,,,,,,,
FACT_MED_INFUSION,MED_INFUSION_COUNT,BIGINT 8,,,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
FACT_MED_INFUSION,MED_INFUSION_FPK,BIGINT 8,,,Yes,,HASHING,Q2-Q4 2020,,FACT_MED_INFUSION,,PRIMARY,Yes,Low,-,Hashed,
FACT_MED_INFUSION,MED_ORDER_ID,VARCHAR 50,,,Yes,,HASHING,Q2-Q4 2020,,,,,,High,Unique ID,Hashed,
FACT_MED_INFUSION,MED_ORDER_PATIENT_WEIGHT_IN_KILOGRAM,DECIMAL 14,,,Yes,,WEIGHT,Q2-Q4 2020,,,,,,Moderate,Physical Characteristics,Weight logic,
FACT_MED_INFUSION,ORDERING_PROVIDER_DK,BIGINT 8,,,Yes,,HASHING,Q2-Q4 2020,,DIM_HEALTHCARE_PROVIDER,PROVIDER_DK,FOREIGN,,Low,-,Hashed,
FACT_MED_INFUSION,PATIENT_AGE_AT_EVENT,INTEGER 4,,,Yes,,AGE,Q2-Q4 2020,,,,,,Moderate,Age,Limited to 89+,
FACT_MED_INFUSION,PATIENT_DK,BIGINT 8,,,Yes,,HASHING,Q2-Q4 2020,,DIM_PATIENT,PATIENT_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_MED_INFUSION,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,,Ignore,,,Q2-Q4 2020,,,,,,,,,
FACT_MED_INFUSION,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,,Ignore,,,Q2-Q4 2020,,,,,,,,,
FACT_MED_INFUSION,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,,Ignore,,,Q2-Q4 2020,,,,,,,,,
FACT_MED_INFUSION,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,,Ignore,,,Q2-Q4 2020,,,,,,,,,
FACT_MED_INFUSION,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,,Yes,,,Q1 2021,,,,,,Low,-,No change,
FACT_MED_INFUSION,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,,Ignore,,,Q2-Q4 2020,,,,,,,,,
FACT_MED_INFUSION,SITE_CODE,CHARACTER 10,Site code for the practice where the event occurred,,Yes,,,Q1 2021,,,,,,Moderate,Geography,No change,
FACT_MED_INFUSION,SITE_NAME,VARCHAR 50,Site abbreviation for the practice where the event occurred,,Yes,,,Q1 2021,,,,,,Moderate,Geography,No change,
FACT_MED_INFUSION,SOURCE_SYSTEM_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_SOURCE_SYSTEM table which provides information about the specified source system,,Yes,,,Q2-Q4 2020,,DIM_SOURCE_SYSTEM,SOURCE_SYSTEM_DK,FOREIGN,,Low,-,No change,
FACT_MED_INFUSION,SOURCE_SYSTEM_KEY,VARCHAR 255,Proprietary key values to original source application,,Yes,,HASHING,Q2-Q4 2020,,,,,,High,Unique ID,Hashed,8/31 New field
FACT_MEDS_ADMINISTERED,ADMINISTERED_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_MEDS_ADMINISTERED,ADMINISTERED_DOSE,VARCHAR 25,Numeric value for how much medicine of the specified form and strength was given at this particular time,10,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_MEDS_ADMINISTERED,ADMINISTERED_DOSE_UNITS,VARCHAR 15,Coded value relating to the numeric dose value indicating what unit of measure was used for the medicine that was given at this particular time,MG,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_MEDS_ADMINISTERED,ADMINISTERED_DTM,TIMESTAMP 10,Date and time the medication was administered,4/4/16 7:00,Yes,TIMESTAMP,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_MEDS_ADMINISTERED,ADMINISTERED_FORM,VARCHAR 50,"What format did the medication take, gelcap vs hard tablet vs IV fliud, etc",VIAL (ML),Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_MEDS_ADMINISTERED,ADMINISTERED_FREQUENCY,VARCHAR 80,How often the drug is supposed to be administered,Once,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_MEDS_ADMINISTERED,ADMINISTERED_MEDS_COMMENTS,"VARCHAR 4,000",Comments regarding the administered medication,given in 2 injections in the abdomen,Yes,,TEXT_PROCESSING,Q1 2020,,,,,,,,,ONLY IN UNSTRUCTURED REPORT
FACT_MEDS_ADMINISTERED,ADMINISTERED_QUANTITY,BIGINT 8,Number of doses of medication that were administered,1,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_MEDS_ADMINISTERED,ADMINISTERED_ROUTE,VARCHAR 50,How the medicine got into the body,IV,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_MEDS_ADMINISTERED,ADMINISTERED_STATUS,VARCHAR 15,"Indicates where in the process of administering a medication, the current task is",Done,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_MEDS_ADMINISTERED,ADMINISTERED_STRENGTH,VARCHAR 255,Strength is the specific amount of active ingredient in a given dosage form,10,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_MEDS_ADMINISTERED,ADMINISTERED_STRENGTH_UNITS,VARCHAR 15,Coded value relating to the strength value indicating what unit of measure of the active ingredients was used for the medicine that was given at this particular time,MG,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_MEDS_ADMINISTERED,ADMINISTERED_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_MEDS_ADMINISTERED,CHARTED_RESULT,VARCHAR 50,The medication regimen has been completed and charted,27,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_MEDS_ADMINISTERED,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_MEDS_ADMINISTERED,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_MEDS_ADMINISTERED,DEPARTMENT_LOCATION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_LOCATION table which provides information about the specified location,2500105177,No,,HASHING,Q1 2020,,DIM_LOCATION,LOCATION_DK,FOREIGN,,,,,
FACT_MEDS_ADMINISTERED,ENCOUNTER_NUMBER,VARCHAR 50,The MICS encounter number the visit is associated with,12121212,Yes,,HASHING,Q1 2020,,,,,,High,Unique ID,Hashed,
FACT_MEDS_ADMINISTERED,ENDED_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_MEDS_ADMINISTERED,ENDED_DTM,TIMESTAMP 10,Date and time the medication order was discontinued,4/4/16 14:57,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_MEDS_ADMINISTERED,ENDED_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_MEDS_ADMINISTERED,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_MEDS_ADMINISTERED,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_MEDS_ADMINISTERED,FACILITY_LOCATION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_LOCATION table which provides information about the specified location,2500113017,No,,HASHING,Q1 2020,,DIM_LOCATION,LOCATION_DK,FOREIGN,,,,,
FACT_MEDS_ADMINISTERED,LOCATION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_LOCATION table which provides information about the specified location,2500105177,No,,HASHING,Q1 2020,,DIM_LOCATION,LOCATION_DK,FOREIGN,,,,,
FACT_MEDS_ADMINISTERED,LOCATION_SITE_NAME,VARCHAR 50,Site abbreviation for the practice where the event occurred,RST,Yes,,,Q1 2021,,,,,,Moderate,Geography,No change,
FACT_MEDS_ADMINISTERED,MED_ADMINISTERED_FPK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the FACT_MEDS_ADMINISTERED table,118454008,Yes,,HASHING,Q1 2020,,FACT_MEDS_ADMINISTERED,,PRIMARY,Yes,Low,-,Hashed,
FACT_MEDS_ADMINISTERED,MED_NAME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_MED_NAME table which provides information about the specified med name,90408,Yes,,,Q1 2020,,DIM_MED_NAME,MED_NAME_DK,FOREIGN,,Low,-,No change,
FACT_MEDS_ADMINISTERED,MEDS_ADMINISTERED_COUNT,BIGINT 8,Record count is always set to 1 and can be summed to generate counts for query result sets,1,No,,,Q1 2020,,,,,,,,,
FACT_MEDS_ADMINISTERED,ORDER_NUMBER,BIGINT 8,A numeric value indicating the identifying order number,-99999,Yes,,HASHING,Q1 2020,,,,,,High,Unique ID,Hashed,
FACT_MEDS_ADMINISTERED,ORDERING_ASSOCIATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_HEALTHCARE_PROVIDER table which provides information about the specified healthcare provider,2500176368,Yes,,HASHING,Q1 2020,,DIM_HEALTHCARE_PROVIDER,PROVIDER_DK,FOREIGN,,Moderate,Geography,Hashed,
FACT_MEDS_ADMINISTERED,ORDERING_PROVIDER_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_HEALTHCARE_PROVIDER table which provides information about the specified healthcare provider,2500176368,Yes,,HASHING,Q1 2020,,DIM_HEALTHCARE_PROVIDER,PROVIDER_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_MEDS_ADMINISTERED,PATIENT_AGE_AT_EVENT,INTEGER 4,"Patient age at the time of the event, in years",45,Yes,,AGE,Q1 2020,,,,,,Moderate,Age,Limited to 89+,8/31 New field
FACT_MEDS_ADMINISTERED,PATIENT_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_PATIENT table which provides information about the specified patient,10000001,Yes,,HASHING,Q1 2020,,DIM_PATIENT,PATIENT_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_MEDS_ADMINISTERED,PATIENT_GEO_CODE_AT_EVENT,VARCHAR 50,This field is not populated in any table and will eventually be removed,(No data),No,,,Q1 2020,,,,,,,,,
FACT_MEDS_ADMINISTERED,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q1 2020,,,,,,,,,
FACT_MEDS_ADMINISTERED,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,1/1/17 0:00,Ignore,,,Q1 2020,,,,,,,,,
FACT_MEDS_ADMINISTERED,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,1216,Ignore,,,Q1 2020,,,,,,,,,
FACT_MEDS_ADMINISTERED,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,4/23/19 18:47,Ignore,,,Q1 2020,,,,,,,,,
FACT_MEDS_ADMINISTERED,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,11607,Yes,,,Q1 2021,VALIDATION_ID_FIELD,,,,,Low,-,No change,
FACT_MEDS_ADMINISTERED,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,12/31/99 23:59,Ignore,,,Q1 2020,,,,,,,,,
FACT_MEDS_ADMINISTERED,SOURCE_SYSTEM_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_SOURCE_SYSTEM table which provides information about the specified source system,11607,Yes,,,Q1 2020,,DIM_SOURCE_SYSTEM,SOURCE_SYSTEM_DK,FOREIGN,,Low,-,No change,
FACT_MEDS_ADMINISTERED,SOURCE_SYSTEM_KEY,VARCHAR 255,Proprietary key values to original source application,6632968 MED 2016-04-05-16.09.20.789969,Yes,,HASHING,Q1 2020,,,,,,High,Unique ID,Hashed,8/31 New field
FACT_MEDS_ADMINISTERED,STARTED_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_MEDS_ADMINISTERED,STARTED_DTM,TIMESTAMP 10,Date and time the medication order was initiated,4/4/16 7:00,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_MEDS_ADMINISTERED,STARTED_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_MICROBIOLOGY,ANATOMIC_LOCATION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_ANATOMIC_LOCATION table which provides information about anatomic locations,(Key value),Yes,,,Q2-Q4 2020,,DIM_ANATOMIC_LOCATION,ANATOMIC_LOCATION_DK,FOREIGN,,Low,-,No change,
FACT_MICROBIOLOGY,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_MICROBIOLOGY,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_MICROBIOLOGY,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_MICROBIOLOGY,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_MICROBIOLOGY,LOCATION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_LOCATION table which provides information about the specified location,(Key value),No,,HASHING,Q2-Q4 2020,,DIM_LOCATION,LOCATION_DK,FOREIGN,,,,,
FACT_MICROBIOLOGY,LOCATION_SITE_NAME,VARCHAR 50,Site abbreviation for the practice where the event occurred,RST,Yes,,,Q1 2021,,,,,,Moderate,Geography,No change,
FACT_MICROBIOLOGY,MICROBIOLOGY_ACCESSION_NUMBER,VARCHAR 100,Unique identifier for the specimen taken from the patient for the lab test. Department of Laboratory Medicine and Pathology (DLMP) assigned identification,2015338001926,Yes,,HASHING,Q2-Q4 2020,,,,,,High,Unique ID,Hashed,
FACT_MICROBIOLOGY,MICROBIOLOGY_COLLECTION_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_MICROBIOLOGY,MICROBIOLOGY_COLLECTION_DTM,TIMESTAMP 10,Date and time specimen was collected,2016-10-03-13.43.00,Yes,TIMESTAMP,RELATIVE_DATE,Q2-Q4 2020,,,,,,Moderate,Date,Date shifted,
FACT_MICROBIOLOGY,MICROBIOLOGY_COLLECTION_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_MICROBIOLOGY,MICROBIOLOGY_CONTRIBUTOR_SYSTEM,VARCHAR 255,The software system used to derive the test results,OWA_HX_MICRO_SYS,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
FACT_MICROBIOLOGY,MICROBIOLOGY_MODIFIED_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_MICROBIOLOGY,MICROBIOLOGY_MODIFIED_DTM,TIMESTAMP 10,Date and time specimen was modified,(No data),Yes,,RELATIVE_DATE,Q2-Q4 2020,,,,,,Moderate,Date,Date shifted,
FACT_MICROBIOLOGY,MICROBIOLOGY_MODIFIED_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_MICROBIOLOGY,MICROBIOLOGY_ORDER_NUMBER,VARCHAR 100,Unique number assigned to the tests ordered,1280357871,Yes,,HASHING,Q2-Q4 2020,,,,,,High,Unique ID,Hashed,
FACT_MICROBIOLOGY,MICROBIOLOGY_ORGANISM_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_MICROBIOLOGY_ORGANISM table which provides information about microbiological organisms,(Key value),Yes,,,Q2-Q4 2020,,DIM_MICROBIOLOGY_ORGANISM,MICROBIOLOGY_ORGANISM_DK,FOREIGN,,Low,-,No change,
FACT_MICROBIOLOGY,MICROBIOLOGY_RESULT_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_MICROBIOLOGY,MICROBIOLOGY_RESULT_DTM,TIMESTAMP 10,Date and time of the lab results,(No data),Yes,,RELATIVE_DATE,Q2-Q4 2020,,,,,,Moderate,Date,Date shifted,
FACT_MICROBIOLOGY,MICROBIOLOGY_RESULT_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_MICROBIOLOGY,MICROBIOLOGY_TEST_COMMENT,"VARCHAR 2,000",Comments about the lab test,Normal,Yes,,TEXT_PROCESSING,Q2-Q4 2020,,,,,,,,,ONLY IN UNSTRUCTURED REPORT
FACT_MICROBIOLOGY,MICROBIOLOGY_TEST_COUNT,BIGINT 8,Record count is always set to 1 and can be summed to generate counts for query result sets This value is always set to '1',1,No,,,Q2-Q4 2020,,,,,,,,,
FACT_MICROBIOLOGY,MICROBIOLOGY_TEST_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_MICROBIOLOGY_TEST_NAME table which provides information about microbiological tests,(Key value),Yes,,,Q2-Q4 2020,,DIM_MICROBIOLOGY_TEST_NAME,MICROBIOLOGY_TEST_DK,FOREIGN,,Low,-,No change,
FACT_MICROBIOLOGY,MICROBIOLOGY_TEST_FINAL_FLAG_INDICATOR,CHARACTER 1,Final result present,0,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
FACT_MICROBIOLOGY,MICROBIOLOGY_TEST_FPK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_MICROBIOLOGY_TEST_NAME table which provides information about microbiological tests,(Key value),Yes,,HASHING,Q2-Q4 2020,,FACT_MICROBIOLOGY,,PRIMARY,Yes,Low,-,Hashed,
FACT_MICROBIOLOGY,MICROBIOLOGY_TEST_RESULT_TEXT,"CLOB 1,048,576",Lab test results,NASOPHARYNGEAL SWAB,Yes,,TEXT_PROCESSING,Q2-Q4 2020,,,,,,,,,ONLY IN UNSTRUCTURED REPORT
FACT_MICROBIOLOGY,MICROBIOLOGY_TEST_STATUS,VARCHAR 50,Status of the lab test,Modified,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
FACT_MICROBIOLOGY,MICROBIOLOGY_TEST_SUSCEPTIBILITY_RESULT_TEXT,VARCHAR 255,Results of test to determine antibiotic susceptibilty or resistance,INTERMEDIATE,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
FACT_MICROBIOLOGY,PATIENT_AGE_AT_EVENT,INTEGER 4,"Patient age at the time of the event, in years",73,Yes,,AGE,Q2-Q4 2020,,,,,,Moderate,Age,Limited to 89+,8/31 New field
FACT_MICROBIOLOGY,PATIENT_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_PATIENT table which provides information about the specified patient,(Key value),Yes,,HASHING,Q2-Q4 2020,,DIM_PATIENT,PATIENT_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_MICROBIOLOGY,PATIENT_GEO_CODE_AT_EVENT,VARCHAR 50,This field is not populated in any table and will eventually be removed,(No data),No,,,Q2-Q4 2020,,,,,,,,,
FACT_MICROBIOLOGY,PROVIDER_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_HEALTHCARE_PROVIDER table which provides information about the specified healthcare provider,(Key value),Yes,,HASHING,Q2-Q4 2020,,DIM_HEALTHCARE_PROVIDER,PROVIDER_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_MICROBIOLOGY,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q2-Q4 2020,,,,,,,,,
FACT_MICROBIOLOGY,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
FACT_MICROBIOLOGY,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q2-Q4 2020,,,,,,,,,
FACT_MICROBIOLOGY,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
FACT_MICROBIOLOGY,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,VALIDATION_ID_FIELD,,,,,Low,-,No change,
FACT_MICROBIOLOGY,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
FACT_MICROBIOLOGY,SOURCE_SYSTEM_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_SOURCE_SYSTEM table which provides information about the specified source system,(Key value),Yes,,,Q2-Q4 2020,,DIM_SOURCE_SYSTEM,SOURCE_SYSTEM_DK,FOREIGN,,Low,-,No change,
FACT_MICROBIOLOGY,SOURCE_SYSTEM_KEY,VARCHAR 255,Proprietary key values to original source application,(Key value),Yes,,HASHING,Q2-Q4 2020,,,,,,High,Unique ID,Hashed,8/31 New field
FACT_ORDERS,APPROVING_PROVIDER_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_HEALTHCARE_PROVIDER table which provides information about the specified healthcare provider,2500143116,Yes,,HASHING,Q1 2020,,DIM_HEALTHCARE_PROVIDER,PROVIDER_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_ORDERS,ASSIGNED_PROVIDER_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_HEALTHCARE_PROVIDER table which provides information about the specified healthcare provider,-99999,Yes,,HASHING,Q1 2020,,DIM_HEALTHCARE_PROVIDER,PROVIDER_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_ORDERS,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_ORDERS,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_ORDERS,DISPENSING_LOCATION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_LOCATION table which provides information about the specified location,-99999,No,,HASHING,Q1 2020,,DIM_LOCATION,LOCATION_DK,FOREIGN,,,,,
FACT_ORDERS,ENCOUNTER_NUMBER,VARCHAR 50,The MICS encounter number the visit is associated with,1212121212,Yes,,HASHING,Q1 2020,,,,,,High,Unique ID,Hashed,
FACT_ORDERS,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_ORDERS,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_ORDERS,LOCATION_SITE_NAME,VARCHAR 50,Site abbreviation for the practice where the event occurred,RST,Yes,,,Q1 2021,,,,,,Moderate,Geography,No change,
FACT_ORDERS,MED_GENERIC,VARCHAR 35,Generic name for the ordered Medication,COENZYME Q10,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_ALIAS_DESCRIPTION,VARCHAR 255,An alias name for an order,(No data),Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_APPROVE_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,20120112,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_APPROVE_DTM,TIMESTAMP 10,Date and time the order was approved,1/12/12 9:25,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_ORDERS,ORDER_APPROVE_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,925,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,20120112,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_DESCRIPTION,VARCHAR 255,Long version of the ordered product,coenzyme Q10  100 mg Cap 1 CAP PO DAILY,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_DESCRIPTION_UPPER,VARCHAR 255,The upper case textual description of the order,COENZYME Q10  100 MG CAP 1 CAP PO DAILY,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_DISPENSE_AMOUNT,DECIMAL 18,Quantity to be dispensed for each interval,0,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_DISPENSE_MODE_CODE,VARCHAR 15,Code for how the order is to be dispensed,(No data),Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_DISPENSE_MODE_DESCRIPTION,VARCHAR 255,Description of the dispense mode,(No data),Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_DOSE_AMOUNT,DECIMAL 18,The dosage amount of the order,1,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_DOSE_FORM_ROUTE_DESCRIPTION,VARCHAR 255,Description of the dose and location the order is to be administered,Coenzyme Q10 Cap PO,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_DOSE_UNITS,VARCHAR 10,The unit of measure for the order,CAP,Yes,,,Q1 2020,,,,,,Low,-,No change,
